CSC417H1|Physics-Based Animation|This course is designed to introduce students to the field of physics-based animation by exposing them to the underlying mathematical and algorithmic techniques required to understand and develop efficient numerical simulations of physical phenomena such as rigid bodies, deformable bodies and fluids. Topics covered include rigid body simulation, elasticity simulation, cloth simulation, collision detection and resolution and fluid simulation. Along the way, we will explore the underlying mathematics of ordinary differential equations, discrete time integration, finite element methods and more.Students should have a strong background in Linear Algebra and Multivariate Calculus.|The Physical and Mathematical Universes (5)|MAT235Y1/ MAT237Y1/ MAT257Y1/ MAT291H1/ MAT294H1; MAT223H1/​ MAT240H1/ MAT185H1/ MAT188H1; CSC209H1/ ​proficiency in C or C++/ APS105H1/ ESC180H1/ CSC180H1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC419H1|Geometry Processing|Extending traditional signal processing, geometry processing interprets three-dimensional curves and surfaces as signals. Just as audio and image signal data can be filtered, denoised and decomposed spectrally, so can the geometry of a three-dimensional curve or surface. The course covers algorithms and mathematics behind fundamental operations for interpreting and manipulating geometric data. These essential tools enable: geometric modeling for computer aided design, life-like animations for computer graphics, reliable physical simulations, and robust scene representations for computer vision. Topics include: discrete curves and surfaces, curvature computation, surface reconstruction from point clouds, surface smoothing and denoising, parameterization, symmetry detection, and animation.|The Physical and Mathematical Universes (5)|MAT235Y1/ MAT237Y1/ MAT257Y1/ MAT291H1/ MAT294H1; MAT223H1/ MAT240H1/ MAT185H1/ MAT188H1; CSC209H1/ proficiency in C or C++/ APS105H1/ ESC180H1/ CSC180H1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC420H1|Introduction to Image Understanding|Introduction to basic concepts in computer vision. Extraction of image features at multiple scales. Robust estimation of model parameters. Multiview geometry and reconstruction. Image motion estimation and tracking. Object recognition. Topics in scene understanding as time permits.|The Physical and Mathematical Universes (5)|CSC263H1/ CSC265H1/ ECE345H1/ ECE358H1/ MIE335H1; ( MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1/ (MAT186H1, MAT187H1)/ ( MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); MAT223H1/ MAT240H1/ MAT185H1/ MAT188H1||CSC420H5. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC428H1|Human-Computer Interaction|Understanding human behaviour as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration, and unobtrusive measures. Operating parameters of the human cognitive system, task analysis and cognitive modelling techniques and their application to designing interfaces. Interface representations and prototyping tools. Cognitive walkthroughs, usability studies and verbal protocol analysis. Case studies of specific user interfaces.|The Physical and Mathematical Universes (5)|CSC318H1; STA237H1/ STA247H1/ ​ STA255H1/ ​ STA257H1/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1; CSC209H1/​ proficiency in C or C++ or Java/ APS105H1/ ESC180H1/ CSC180H1||CSC428H5. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC436H1|Numerical Algorithms|Numerical algorithms for the algebraic eigenvalue problem, approximation, integration, and the solution of ordinary differential equations. Emphasis is on the convergence, stability, and efficiency properties of the algorithms.|The Physical and Mathematical Universes (5)|CSC336H1/ CSC350H1||CSC351H1, CSCD37H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC438H1|Computability and Logic|Computable functions, Church's thesis, unsolvable problems, recursively enumerable sets. Predicate calculus, including the completeness, compactness, and Lowenheim-Skolem theorems. Formal theories and the Gödel Incompleteness Theorem. Ordinarily offered in years alternating with CSC448H1.|The Physical and Mathematical Universes (5)|( CSC363H1/ CSC463H1)/ CSC365H1/ CSC373H1/ CSC375H1/ MAT247H1||MAT309H1; PHL348H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC443H1|Database System Technology|Implementation of database management systems. Storage management, indexing, query processing, concurrency control, transaction management. Database systems on parallel and distributed architectures. Modern database applications: data mining, data warehousing, OLAP, data on the web. Object-oriented and object-relational databases.|The Physical and Mathematical Universes (5)|CSC343H1, CSC369H1, CSC373H1/ CSC375H1||CSCD43H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC446H1|Computational Methods for Partial Differential Equations|Finite Difference and Finite Element methods for boundary value problems including 2-point boundary value problems and 2-dimensional problems. Convergence of methods. Efficiency of the solution of linear systems. Finite difference methods for initial value problems. Consistency, stability and convergence. Method of lines. Special topics of interest among domain decomposition, multigrid, FFT solvers. Ordinarily offered in years alternating with CSC466H1.|The Physical and Mathematical Universes (5)|CSC351H1/ ( CSC336H1 (75%))/ equivalent mathematical background; MAT237Y1/ MAT257Y1; APM346H1/ MAT351Y1/ ( MAT244H1/ MAT267H1 and exposure to PDEs)||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC448H1|Formal Languages and Automata|Regular, deterministic, context free, context sensitive, and recursively enumerable languages via generative grammars and corresponding automata (finite state machines, push down machines, and Turing machines). Topics include complexity bounds for recognition, language decision problems and operations on languages. Ordinarily offered in years alternating with CSC438H1.|The Physical and Mathematical Universes (5)|CSC236H1/ CSC240H1, CSC263H1/ CSC265H1||CSC448H5. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC454H1|The Business of Software|Designed and delivered by industry experts in successful commercialization of tech startups, this course focuses on the development of a viable business and startup in partnership and mentorship from industry businesses and entrepreneurs. The course is designed to be taken by students from any faculty or discipline. It focuses on helping them understand and develop business sense, introduce modern customer development, and teach skills in product development, financial management, marketing, and leadership. Alongside the software engineering abilities of CSC491H1 teammates, skills learned in CSC454H1 will aid the development of a viable startup. For more details visit our website at https://www.dcsil.ca/student-courses. Not eligible for CR/NCR option. Students must submit an application to the course describing relevant interests, experience, and skills and general academic history. On this application, you will indicate whether you wish to be considered for CSC454H1 only, or CSC454H1 and CSC491H1. Application questions are set and assessed by the instructor. Applications are due in summer for the Fall term, and late fall for the Winter term. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details. A decision on your application will be confirmed approximately 2-3 weeks after the application deadline, so students should enrol in an alternate course until the results of their application are confirmed.|The Physical and Mathematical Universes (5)|2.5 credits at the 300-level or higher||CSCD54H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC456H1|High-Performance Scientific Computing|Computationally-intensive applications in science and engineering are implemented on the fastest computers available, today composed of many processors operating in parallel. Parallel computer architectures; implementation of numerical algorithms on parallel architectures; performance evaluation. Topics from: matrix-vector product, solution of linear systems, sparse matrices, iterative methods, domain decomposition, Fourier solvers. For students in computer science, applied mathematics, science, engineering. Ordinarily offered in years alternating with CSC446H1.|The Physical and Mathematical Universes (5)|CSC436H1/ ( CSC336H1 (75%))/ equivalent mathematical background; CSC209H1/ proficiency in C, C++, or Fortran||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC457H1|Principles of Computer Networks|The course covers fundamental principles of computer networks, as well as currently used network architectures and protocols. Its emphasis is 1) to explain why reliable data transfer, addressing, routing and congestion control are the fundamental concepts, 2) to explore the design principles behind algorithms/protocols for reliable data transfer, addressing, routing and congestion control and 3) to use current protocols such as TCP/IP, ARQ, Ethernet, CSMA/CD, DNS and Internet routing protocols as examples of concrete implementations/designs of these protocols. It will highlight the trade-offs (and approaches to navigate these trade-offs) in the design of computer network protocols.|The Physical and Mathematical Universes (5)|CSC373H1/ CSC373H5/ CSCC73H3, STA247H1/ STA255H1/ STA257H1/ STA237H1||CSC358H1; NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC458H1|Computer Networking Systems|Computer networks with an emphasis on network systems, network programming, and applications. Networking basics: layering, routing, congestion control, and the global Internet. Network systems design and programming: Internet design, socket programming, and packet switching system fundamentals. Additional topics include network security, multimedia, software-defined networking, peer-to-peer networking, and online social networks.|The Physical and Mathematical Universes (5)|CSC209H1, CSC258H1, CSC263H1/ CSC265H1, STA247H1/ STA255H1/ STA257H1/ STA237H1/ ECO227Y1||CSC458H5, CSCD58H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC463H1|Computational Complexity and Computability|Introduction to the theory of computability: Turing machines and other models of computation, Church’s thesis, computable and noncomputable functions, recursive and recursively enumerable sets, many-one reductions. Introduction to complexity theory: P, NP, polynomial time reducibility, NP-completeness, self-reducibility, space complexity (L, NL, PSPACE and completeness for those classes), hierarchy theorems, and provably intractable problems.|The Physical and Mathematical Universes (5)|CSC236H1/ CSC240H1/ CSC236H5/ CSCB36H3||CSC363H1/ CSC363H5/ CSCC63H3/ CSC365H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC465H1|Formal Methods in Software Design|Using mathematics to write error-free programs. Proving each refinement; identifying errors as they are made. Program development to meet specifications; modifications that preserve correctness. Useful for all programming; essential for programs that lives depend on. Basic logic, formal specifications, refinement. Conditional, sequential, parallel, interaction, probabilistic programming, and functional programming.|The Physical and Mathematical Universes (5)|CSC236H1/ CSC240H1/ MAT309H1/ CSC236H5/ CSCB36H3||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC466H1|Numerical Methods for Optimization Problems|Numerical methods for unconstrained optimization problems, in particular line search methods and trust region methods. Topics include steepest descent, Newton's method, quasi-Newton methods, conjugate gradient methods and techniques for large problems. This course will normally be offered every other year.|The Physical and Mathematical Universes (5)|CSC336H1, MAT223H1/ MAT240H1, MAT235Y1/ MAT237Y1/ MAT257Y1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC469H1|Operating Systems Design and Implementation|An in-depth exploration of the major components of operating systems with an emphasis on the techniques, algorithms, and structures used to implement these components in modern systems. Project-based study of process management, scheduling, memory management, file systems, and networking is used to build insight into the intricacies of a large concurrent system.|The Physical and Mathematical Universes (5)|CSC369H1||CSC469H5. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC473H1|Advanced Algorithm Design|Advanced algorithm design techniques, with emphasis on the role that geometry, approximation, randomization, and parallelism play in modern algorithms. Examples will be drawn from linear programming and basics of continuous optimization; randomized algorithms for string matching, graph problems, and number theory problems; streaming algorithms and parallel algorithms in the Map-Reduce model.|The Physical and Mathematical Universes (5)|CSC373H1, MAT223H1/ MAT240H1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC485H1|Computational Linguistics|Computational linguistics and the processing of language by computer. Topics include: context-free grammars; chart parsing, statistical parsing; semantics and semantic interpretation; ambiguity resolution techniques; reference resolution. Emphasis on statistical learning methods for lexical, syntactic, and semantic knowledge.|The Physical and Mathematical Universes (5)|CSC209H1/ APS105H1/ APS106H1/ ESC180H1/ CSC180H1; STA237H1/ STA247H1/​ STA255H1/ ​ STA257H1/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC486H1|Knowledge Representation and Reasoning|Representing knowledge symbolically in a form suitable for automated reasoning, and associated reasoning methods. Topics from: first-order logic, entailment, the resolution method, Horn clauses, procedural representations, production systems, description logics, inheritance networks, defaults and probabilities, tractable reasoning, abductive explanation, the representation of action, planning.|The Physical and Mathematical Universes (5)|CSC384H1/ CSC384H5/ ROB311H1||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC488H1|Compilers and Interpreters|The structure of compilers, Programming language processing. Scanning based on regular expressions, Parsing using context free grammars, Semantic analysis (type and usage checking), Compiler dictionaries and tables. Runtime organization and storage allocation, code generation, optimization. Use of modern compiler building tools. Course project involves building a complete compiler.|The Physical and Mathematical Universes (5)|CSC258H1/ CSC258H5/ CSCB58H3, CSC324H1/ CSC324H5/ CSCC24H3, CSC263H1/ CSC265H1/ CSC263H5/ CSCB63H3||CSC488H5, CSCD70H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC490H1|Capstone Design Project|This half-course gives students experience solving a substantial problem that may span several areas of Computer Science. Students will define the scope of the problem, develop a solution plan, produce a working implementation, and present their work using written, oral, and (if suitable) video reports. Class time will focus on the project, but may include some lectures. The class will be small and highly interactive. Project themes change each year. Contact the Computer Science Undergraduate Office for information about this year’s topic themes, required preparation, and course enrolment procedures. Not eligible for CR/NCR option. Students must submit an application to the course describing relevant interests, experience, and skills and general academic history. Application questions are set and assessed by the instructor. Applications are due in summer for the Fall term, and late fall for the Winter term. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details. A decision on your application will be confirmed approximately 2-3 weeks after the application deadline, so students should enrol in an alternate course until the results of their application are confirmed.|The Physical and Mathematical Universes (5)|1.5 credits of 300+ level CSC courses.||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC491H1|Capstone Design Project|This course is designed and delivered by industry experts from the Software/Tech fields. Students will work with teammates from CSC454H1 to develop a marketable startup on a selected theme. The class will be small and highly interactive. You will work to develop working software industry best practices. You are expected to have experience writing software and be able to learn on the go. For more details, visit our website at https://www.dcsil.ca/student-courses. Not eligible for CR/NCR option. Students submit a single application for CSC491H1 and CSC454H1, describing relevant interests, experience, and skills and general academic history. Application questions are set and assessed by the instructor. Applications are due in summer for the Fall term, and late fall for the Winter term. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details. A decision on your application will be confirmed approximately 2-3 weeks after the application deadline, so students should enrol in an alternate course until the results of their application are confirmed.|The Physical and Mathematical Universes (5)||CSC454H1/CSC2527H|CSCD90H3. NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC494H1|Computer Science Project|This half-course involves a significant project in any area of Computer Science. The project may be undertaken individually or in small groups. The course is offered by arrangement with a Computer Science faculty member, and is restricted to students in an Arts & Science Computer Science program or Data Science Specialist program. Not eligible for CR/NCR option. Students must submit an application to the course. Applications request information about students’ planned project and project supervisor. Applications for each term are due no later than the end of the first week of classes in that term. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details. A decision on your application will be confirmed approximately 2-3 weeks after the application deadline, so students should enrol in an alternate course until the results of their application are confirmed.|The Physical and Mathematical Universes (5)|1.5 credits of 300+ level CSC courses.||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC494Y1|Computer Science Project|This course involves a significant multidisciplinary project in an area of Computer Science completed in partnership with another academic unit. Not eligible for CR/NCR option. Students must submit an application to the course. Application requirements and timelines are set and assessed by the instructor or partnering program. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details.|The Physical and Mathematical Universes (5)|1.5 credits of 300+ level CSC courses.||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
CSC495H1|Computer Science Project|This half-course involves a significant project in any area of Computer Science. The project may be undertaken individually or in small groups. The course is offered by arrangement with a Computer Science faculty member, and is restricted to students in an Arts & Science Computer Science program or Data Science Specialist program. Not eligible for CR/NCR option. Students must submit an application to the course. Applications request information about students’ planned project and project supervisor. Applications for each term are due no later than the end of the first week of classes in that term. Please visit https://q.utoronto.ca/courses/221753/pages/400-level-course-balloting-and-applications for application deadlines and details. A decision on your application will be confirmed approximately 2-3 weeks after the application deadline, so students should enrol in an alternate course until the results of their application are confirmed.|The Physical and Mathematical Universes (5)|CSC494H1. 1.5 credits of 300+ level CSC courses.||NOTE: Students not enrolled in the Computer Science Major or Specialist program at A&S, UTM, or UTSC, or the Data Science Specialist at A&S, are limited to a maximum of 1.5 credits in 300-/400-level CSC/ECE courses.
MAT133Y1|Calculus and Linear Algebra for Commerce|Mathematics of finance. Matrices and linear equations. Review of differential calculus; applications. Integration and fundamental theorem; applications. Introduction to partial differentiation; applications. Course material expects at minimum high school calculus has been completed prior to undertaking course. This course will be useful for students interested in learning applied calculus in relation to future studies in commerce and/or social science programs.|The Physical and Mathematical Universes (5)|High school level calculus||MAT133Y5/ ( MATA32H3, MATA33H3)
MAT135H1|Calculus I|In this first introduction to Calculus, students will be introduced to the tools of differential calculus, the branch of calculus that is motivated by the problem of measuring how quantities change. Students will use these tools to solve other problems, including simplifying functions with straight lines, describing how different types of change are related, and computing maximum and minimum quantities. This course will focus on developing a deep understanding of why the tools of calculus make sense and how to apply them to the social, biological, and physical sciences. It will also emphasize translating between algebraic, graphical, numerical and verbal descriptions of each concept studied. This course will be useful for students interested in learning applied calculus in relation to future studies in economics, life science, and physical and mathematical science programs. The following concepts will be studied: Limits, asymptotes, continuity, derivatives, linear approximation of functions, the notion of a differential equation (DE) and a solution of a DE, slope fields, and Euler's method.|The Physical and Mathematical Universes (5)|High school level calculus||MAT135H5/ MAT136H5/ MAT135Y5/ MATA30H3/ MATA31H3/ MATA36H3/ APS162H1/ APS163H1/ ESC194H1/ ESC195H1/ MAT186H1/ MAT187H1/ MAT196H1/ MAT197H1
MAT136H1|Calculus II|This second part of the introductory Calculus sequence focuses on integral calculus beginning with the Fundamental Theorem of Calculus, the connection between two seemingly unrelated problems: measuring changing quantities and finding areas of curved shapes. Students will develop a deep understanding of the integral, and use it to: unpack equations involving derivatives; to make sense of infinite sums; to write complicated functions as 'infinite polynomials'; and to compute areas, volumes, and totals in applied problems. This course will further develop students' abilities to translate between algebraic, graphical, numerical, and verbal descriptions of mathematics in a variety of applied contexts. This course is a continuation of MAT135H1 and will be useful for students interested in learning applied calculus in relation to future studies in economics, life science, and physical and mathematical science programs. The following concepts will be studied: Integration, basic techniques of integration (substitution and by parts), improper integrals, using computer algebra systems (CAS) for integration, Taylor polynomials and Taylor series, ratio test for power series, radius of convergence of power series, first-order differential equations and systems of differential equations: modelling, separable DEs, and using CAS to study and find solutions.|The Physical and Mathematical Universes (5)|MAT135H1/ MAT135H5/ MATA30H3/ MATA31H3/ APS162H1/ ESC194H1/ MAT186H1/ MAT196H1||MAT136H5/ MAT135Y5/ MATA36H3/ APS163H1/ ESC195H1/ MAT187H1/ MAT197H1
MAT137Y1|Calculus with Proofs|A conceptual approach for students interest in theoretical foundations of mathematics. Attention is given to computational aspects as well as problem-solving techniques. Limits and continuity, mean value theorem, elementary transcendental functions including trigonometric functions, inverse function theorem, differentiation, integration, fundamental theorem of calculus, Taylor's theorem, sequences and series, power series, and applications. This course will be useful for students interested in learning theoretical calculus and proofs in relation to future studies in computer science, economics, mathematics, physics, and statistics.|The Physical and Mathematical Universes (5)|High school level calculus||MAT137Y5/ ( MATA30H3/ MATA31H3, MATA37H3)
MAT138H1|Introduction to Proofs|The goal of this course is for students to become comfortable with abstraction, rigour, logic, and proofs. They will practice reading and understanding mathematical statements, analyzing definitions and properties, formulating conjectures and generalizations, providing and writing reasonable and precise arguments, writing and critiquing proofs. The instructor may use specific mathematical content, which could vary from year to year, to practice these skills. Students who take MAT135H1 and MAT136H1 and wish to take MAT237Y1 are required to take MAT138H1 prior to undertaking MAT237Y1. Students who are taking MAT137Y1 or MAT157Y1 and/or MAT240H1 and are interested in more preparation with logical arguments are encouraged to take MAT138H1 concurrently.|The Physical and Mathematical Universes (5)|High school level calculus||MAT137Y1/ MAT137Y5/ ( MATA30H3/ MATA31H3, MATA37H3)/ MAT157Y1/ MAT157Y5
MAT157Y1|Analysis I|A theoretical course in calculus; emphasizing proofs and techniques. Elementary logic, limits and continuity, least upper bounds, intermediate and extreme value theorems. Derivatives, mean value and inverse function theorems. Integrals, fundamental theorem, elementary transcendental functions. Techniques of integration. Taylor's theorem; sequences and series; uniform convergence and power series. This course is required for the Mathematics Specialist, the Applied Mathematics Specialist, the Mathematics and Physics Specialist, and the Mathematics and Philosophy Specialist program and provides a strong theoretical mathematics background.|The Physical and Mathematical Universes (5)|High school level calculus||MAT157Y5
MAT193H1|Women’s Mathematics|Mathematics has been shaped in significant ways by the work of outstanding female mathematicians such as Hypatia, Emmy Noether, Sofia Kovalevskaya, and Maryam Mirzakhani. Despite these successes, women still experience barriers to entering the field and participating at the highest levels. This course will blend an exploration of mathematics created by women with a study of the issue of women in mathematics. Students will have the opportunity to examine the complex factors that impact women’s participation in STEM, learn about the lives of female mathematicians, create their own mathematics, and sharpen their spatial cognition and logical thinking skills. Restricted to first-year students. Not eligible for CR/NCR option.|The Physical and Mathematical Universes (5)|High school level algebra.||Not intended for students in a Mathematics Specialist or Major program.
MAT198H1|Cryptology: The Mathematics of Secrecy and Security|How do we send our own confidential information through secure channels, and how can we break codes to uncover the secret information of our adversaries? The mathematical field of cryptology is dedicated to answering such questions. In this course we will study breakthroughs in cryptology, from secret messages in the ancient world and the Enigma cipher in World War II, to modern cryptosystems that facilitate online commerce. Along the way, you will develop a sophisticated understanding of how numbers interact and develop the ability to communicate messages secretly and mathematics clearly. Restricted to first-year students. Not eligible for CR/NCR option.|The Physical and Mathematical Universes (5)|High school level algebra.||Not intended for students in a Mathematics Specialist or Major program.
MAT199H1|Aha! Mathematical Discovery and Creative Problem Solving|This course is an exploration into the creative process and use of imagination as they arise in the context of mathematical problem solving. The problems, which are all at a pre-calculus level, are chosen primarily by the criterion of aesthetic appeal, and emphasize reasoning rather than technique. Still, many of them are quite challenging, and substantial independent thinking will be required, the course is therefore appropriate for students from a variety of backgrounds and disciplines, including hard sciences. Its goal will be to hone each participant's creativity and mathematical problem-solving skills while guiding them towards the `Aha!' experience which accompanies independent discovery. Restricted to first-year students. Not eligible for CR/NCR option.|The Physical and Mathematical Universes (5)|High school level algebra||
MAT221H1|Applied Linear Algebra|An application-oriented approach to linear algebra, based on calculations in standard Euclidean space. Systems of linear equations, matrices, Gaussian elimination, subspaces, bases, orthogonal vectors and projections. Matrix inverses, kernel and range, rank-nullity theorem. Determinants, eigenvalues and eigenvectors, Cramer's rule, diagonalization. This course has strong emphasis on building computational skills in the area of algebra. Applications to curve fitting, economics, Markov chains and cryptography.|The Physical and Mathematical Universes (5)|High school level calculus||MAT223H1/ MAT223H5/ MATA22H3/ MATA23H3/ MAT224H1/ MAT224H5/ MATB24H3/ MAT240H1/ MAT240H5/ MAT185H1/ MAT188H1
MAT223H1|Linear Algebra I|A first course on linear algebra in R^n emphasizing the interplay between algebraic and geometric perspectives. Topics include systems of equations, Gaussian elimination, representations of lines and planes, dot products, subspaces and translated subspaces, bases and change of basis, projections, the rank and nullity of a linear transformation, the rank/nullity/row space/column space of a matrix, matrix inverses, determinants, eigenvectors and eigenvalues, and matrix diagonalization. While not emphasizing proofs, this course does maintain a careful distinction between vectors and their representation in a basis as well as between matrices and linear transformations.|The Physical and Mathematical Universes (5)|High school level calculus||MAT223H5/ MATA22H3/ MATA23H3/ MAT224H1/ MAT224H5/ MATB24H3/ MAT240H1/ MAT240H5/ MAT247H1/ MAT247H5/ MAT185H1/ MAT188H1
MAT224H1|Linear Algebra II|Fields, complex numbers, vector spaces over a field, linear transformations, matrix of a linear transformation, kernel, range, dimension theorem, isomorphisms, change of basis, eigenvalues, eigenvectors, diagonalizability, real and complex inner products, spectral theorem, adjoint/self-adjoint/normal linear operators, triangular form, nilpotent mappings, Jordan canonical form.|The Physical and Mathematical Universes (5)|MAT221H1(80%)/ MAT223H1/ MAT223H5/ MATA22H3/ MATA23H3/ MAT240H1/ MAT240H5||
MAT235Y1|Multivariable Calculus|Parametric equations and polar coordinates. Vectors, vector functions and space curves. Differential and integral calculus of functions of several variables. Line integrals and surface integrals and classic vector calculus theorems. Examples from life sciences and physical science applications.|The Physical and Mathematical Universes (5)|MAT133Y1/ MAT133Y5/ ( MATA32H3, MATA33H3)/ ( MAT135H1, MAT136H1)/ ( MAT135H5, MAT136H5)/ MAT134Y5/ MAT135Y5/ ( MATA30H3/ MATA31H3, MATA36H3/ MATA37H3)/ MAT137Y1/ MAT137Y5/ MAT157Y1/ MAT157Y5||MAT235Y5/ ( MAT232H5/ MAT233H5, MAT236H5/ MAT368H5)/ ( MATB41H3, MATB42H3)/ MAT237Y1/ MAT291H1/ MAT294H1
MAT237Y1|Multivariable Calculus with Proofs|Elementary topology in Euclidean space. Differential calculus of vector valued functions of a vector variable. Implicit and inverse function theorems, regular surfaces. Optimization, Lagrange multipliers, multivariable Taylor polynomials. Integral calculus with the Jordan measure. Fubini’s theorem, change of variables. Line and surface integrals. Vector calculus in two- and three-dimensions. Green’s theorem, Divergence theorem, Stokes’ theorem. Fourier series. This course is recommended for students interested in proof-based multivariable calculus with balanced emphasis between theory and applications.|The Physical and Mathematical Universes (5)|[ MAT133Y1/ ( MAT135H1, MAT136H1)/ ( MAT135H5, MAT136H5)/ MAT134Y5/ MAT135Y5/ ( MATA30H3/ MATA31H3, MATA36H3), MAT138H1/ MAT102H5/ MAT246H1]/ MAT137Y1/ MAT137Y5/ ( MATA30H3/ MATA31H3, MATA37H3)/ MAT157Y1/ MAT157Y5, MAT223H1/ MATA22H3/ MATA23H3/ MAT240H1/ MAT240H5||
